Source,Date,Title,Content,Name,Rating,Version
"CNH Digital",2018-05-07,,"Começou bem. Mas seria ainda melhor se fizessem a integração com o aplicativo SNE do Denatran que serve para emitir as multas e cobranças. Pelo menos para os veículos cadastrados no mesmo CPF. E também além da CNH digital também conter o CRV digital dos veículos. Embora com o artigo 133. *quase* eximou a necessidade de portar o CRV.","Humberto Jr.",3,
"CNH Digital",2018-04-30,,"No meu caso, fiquei muito tempo esperando o e-mail chegar em minha caixa de correio eletrônico; fiquei assustado pensando ser alguma fraude! Somente quando recadastrei com outra conta de e-mail, recebi o link de ativação; então, pensei que fosse, enfim acessar, quando apresentou a mensagem: &quot;Sua CNH não possui QR Code. Este item é pré-requisito para emissão da CNH Digital&quot;. Minha CNH foi renovada há pouco tempo, terei que esperar até a próxima renovação para ter acesso à verão digital?",,1,
"CNH Digital",2018-04-29,,"Do que adianta criar uma CNH digital se para cadastrar é a mesma burocracia de sempre.","Bryan B",1,
"CNH Digital",2018-04-27,,"Fui ao Detran fazer o tal cadastramento. Assinei um papel e teoricamente foi tudo certo. Mas ao tentar ativar o cadastro no site, diz que devo fazer o cadastramento no Detran.?!?!? Se tiver que voltar no Detran eu tô fora! E quanto à certificação digital, qual brasileiro possui isso??? Não conheço ninguém! Por favor! É pra facilitar ou dificultar? Nem Bancos, nem Receita Federal pedem isso! Que burocracia é essa?!?","Flavio Barros",1,
"CNH Digital",2018-04-27,,"Lixo! Já ativei no email e ele não reconhece. Fazer um app funcional é bom ne","Guilherme Alves Marques",1,
"CNH Digital",2018-04-27,,"Toda essa demora pra isso? Devem ter investido milhões pra um app desse tipo onde tenho que fazer o cadastro via web e tão burocrático ? Fora que não ficou claro sobre o certificado..","Eduardo Gorio",1,
"CNH Digital",2018-04-27,,"Download trava em 89% e não avança.","Felipe Mesquita",1,
"CNH Digital",2018-04-23,,"Ideia boa, em principio, mas App é mal desenhada e desenvolvida: às vezes trava na página de entrada, suas mensagens são cripticas e não orientam em absolutamente nada o usuário, mesmo CNH tendo QRcode é obrigatório ir ao DETRAN (ou ter assinatura digital) para validação. Não é aceita em várias circunstâncias como documento de identificação no próprio estado de emissão (SP).","D. Alves",2,
"CNH Digital",2018-04-16,,"Medíocre. Simplesmente não funciona. Não faz login e ainda por cima trava TODAS as vezes. Típico de coisa do governo brasileiro mesmo. Desisti.","Art N",1,
"CNH Digital",2018-03-31,,"Para você conseguir logar no app vai ter que enfrentar fila no Detran. Burocracia até no app, como vcs conseguem isso?","Felipe Rodrigues Silva",1,
"CNH Digital",2018-03-26,,Ótimo,"Eduardo Yoshida",5,
"CNH Digital",2018-03-25,,"Nem o CIRETRAN sabia o que tinha que ser feito. Depois de abrir uma reclamação e ir 3 vezes eles descobriram que ainda não está disponível para SP. Absurdo. Nada público funciona neste país e ainda fazem propaganda enganosa.","Luiz Rogerio Natividade Lopes",1,
"CNH Digital",2018-03-21,,"Existem milhões de maneiras de se cadastrar as informações sem que haja a necessidade de enfrentar fila para ir ao Detran para obter o certificado digital. Muitos aparelhos possuem reconhecimento de digitais (que o Detran já tem), reconhecimento de rosto pela câmera (o Detran tem nossa foto), entre outras. Um serviço que poderia ser prático e eficiente, torna-se extremamente difícil e ineficaz. Sugiro rever todas essas informações. Por último, renovei minha carteira não faz 3 meses e eles fizeram todas as perguntas inclusive email e telefone. Por que não foi liberado então? Grato.","Dan Cordeiro",1,
"CNH Digital",2018-03-19,,"Preciso enfrentar fila pra obter dados de login? Sacanagem. Desinstando...",,1,
"CNH Digital",2018-03-07,,"Após alguns usos, minha CNH não aparece mais, nem frente, nem verso. Eu consigo digitar meu PIN, entro normalmente, mas após, onde deveria aparecer a CNH está tudo branco. Como resolvo isso?   Sinceramente, agora consegui fazer voltar... Não estou conseguindo mais reproduzir o BUG. Verifiquem esta falha, pois se alguém me pedir minha CNH e eu não conseguir apresentar ela por falha no aplicativo, quero saber quem vai pagar a multa?","Leonardo Pacheco",2,
"CNH Digital",2018-03-05,,"Até agora só aparece a mensagem de &quot;Erro inesperado&quot; quanto tento logar. Apesar disso, é uma boa iniciativa.","Paulo Sérgio Uliana Junior",2,
"CNH Digital",2018-03-03,,"Péssima iniciativa!!!","Wellington Siza",1,
"CNH Digital",2018-03-02,,"É digital mas tem que pegar a fila do atendimento presencial do Detran... App inútil se a ideia é fugir da burocracia. E se quiser fazer certificação digital tem que pagar R$164 e só vale por 1 ano.","Luiz Carlos Alemar",1,
"CNH Digital",2018-02-28,,"Impossível um cidadão com algum conhecimento de TI cadastrar sua CNH  sozinho por certificado digital.  Muitas verificações desnecessárias.","Cesar Radtke",1,
"CNH Digital",2018-02-16,,"Formatei o celular e agora ao tentar acessar novamente, o aplicativo diz que tenho que bloquear no dispositivo antigo. Como procedo nesse caso? (solucionado)","Joao Gustavo Borges",5,
"CNH Digital",2018-02-15,,"Não faz login , só apresenta mensagem de falha e tente mais tarde.","Dalto Rossi",1,
"CNH Digital",2018-02-13,,"A duas semanas estou tentando acessar mas infelizmente soh aparece a mensagem &quot; Fora de serviço&quot;.",,1,
"CNH Digital",2018-02-08,,"Uf não cadastrada, São Paulo sendo uma cidade grande não estar cadastrado é um atraso né.","Amanda Amadei",1,
"CNH Digital",2018-01-31,,"Se vc precisa ir no Detran não vale a pena","Guilherme Cunha",1,
"CNH Digital",2018-01-24,,"Não consegui fazer o login pois pede um qr code que não consta na minha CNH. Como proceder ?","Rodrigo Reis",1,
"CNH Digital",2018-01-24,,"Ridiculo...eles dizem que não precisa pegar a fila do Detran, &quot;basta&quot; ter certificação digital. Pois bem, isso é difícil de se ter e em geral é caro. Hoje contas bancárias são abertas com alguns passos de verificação que certamente servem de filtro, a saber: foto de documentos pessoais, foto tipo &quot;selfie&quot; instantânea pelo app do banco, enfim, podem ser pedidos vários filtros, que são então analisados por pessoas do órgão/banco para validar. Além de outros dados pessoais que podem ser utilizados, pode-se, inclusive, adicionar senhas no aplicativo de forma que em caso de roubo não se tenha acesso à versão digital.","Luan Fernandes",1,
"CNH Digital",2018-01-22,,"Banco de dados...",,1,
"CNH Digital",2018-01-17,,"Em MG ainda nao ta liberado?Sempre fala &quot;UF nao liberada&quot;.","Claylton de Souza",1,
"CNH Digital",2018-01-16,,"Parabéns ao time de respostas pela paciência com os usuários raivosos que não entendem que um app oficial não pode passar por cima da burocracia existente. Se estão insatisfeitos com a burocracia (o que é compreensível), critiquem ela e não o app. O app só deveria ter avaliação ruim se não fizer o que se propõe a fazer","Vitor Vanacor",5,
"CNH Digital",2017-12-28,,"Funcionou perfeitamente. Só precisei confirmar os dados no Detran e imediatamente já ativou. Só sugiro que habilitem o acesso por impressão digital, vai ficar bem mais prático.","Lucas Amorim",5,
"CNH Digital",2017-12-26,,"A ideia tá no caminho certo. Já foi utilizada por outros países do mundo mais competentes. O problema é que como quase ninguém tem certificado digital e ter que enfrentar o martírio de ir a um Detran é impensável pra testar algo que não apresenta nenhuma vantagem no momento, a tecnologia não terá nenhuma adoção e cairá no esquecimento como todas as tentativas atabalhoadas do governo de inovar por inovar. Quem sabe um dia.",Elderpbfilho,1,
"CNH Digital",2017-12-17,,"Carteira Nacional que precisa de adesão estadual. Só no Brasil mesmo. Coloquem aí como está no site do Denatran os estados que aderiram: Alagoas e Distrito Federal. Que porcaria de tecnologia. E o próprio site está com certificado vencido não proporcionando segurança ao entrar. Cômico!!!","Marcelo Marçal",1,
"CNH Digital",2017-12-11,,"Falta um padrão nos apps do governo (Dataprev/Serpro/etc.). A CTPS Digital e o e-Título não precisam de certificado digital para acessar. Já a CNH Digital precisa. Não faz sentido algum ter que ir ao Detran para validar o acesso no caso de não ter o certificado. Até em apps o governo consegue colocar burocracia. Incrível!","Marcos Jahn",1,
"CNH Digital",2017-12-10,,"Que lixo ter que ir ao DETRAN ... Hoje em dia você abre conta bancária pelo celular... Eita cabide de empregos...","Artur Maia de Castro",1,
"CNH Digital",2017-11-25,,"Ideia excelente pelo que vejo, mas uma pena que não posso utilizar pois a minha UF ainda não aderiu.","Otavio Miguel",4,
"CNH Digital",2017-11-24,,"Unfortunately, another thing in Brazil which does not work as intended.","Wei-Liang Qian",1,
"CNH Digital",2017-11-20,,"Tem que ir em uma unidade do Detran para validar os dados! Piadaaa ahahaha","Ricardo Bittencourt",1,
"CNH Digital",2017-11-20,,"Tenho que enfrentar uma mega fila no Detran para ter minha CNH no celular? Nem se fosse obrigatório, perdi 10 min preciosos de meu dia analisando isso. Tô fora!!!!","Wando e Guerta Boequi",1,
"CNH Digital",2017-11-20,,"Ao invés de facilitar, estão dificultando !","Bruno Barros",1,
"CNH Digital",2017-11-19,,"UX muito prejudicada com a necessidade de ter de  ir ao  Detran","Fábio Uechi",1,
"CNH Digital",2017-11-19,,"Ter que ir na unidade do Detran para confirmar o e-mail e telefone...isso é sério?  Se o intuito é modernizar, acho que estão fazendo isso errado. Isso pode muito bem ser resolvido por e-mail ou telefone, e nem venham com história de que é sobre segurança.  É um passo para frente e dois para trás... Retrocesso total  Srs. desenvolvedores, favor avisem ao Detran que modernização não se aplica desse jeito...","Thiago Brito",2,
"CNH Digital",2017-11-18,,"ruin demais pelo amor de Deus os cara não fazem um aplicativo que vale a pena.",,1,
"CNH Digital",2017-11-16,,"Na hora de realizar o login, apresenta a mensagem: Erro Inesperado. A única opção que aparece é o botão Entendi e mais nada. Eu não entendi bodega nenhuma e não sei porque o app não loga.","Luan D.",2,
"CNH Digital",2017-11-15,,"Hoje já é possível abrir até conta bancária pelo celular mas quando a esfera pública tenta inovar infelizmente esbarra na burocracia do estado.  Nem que me paguem vou no Detran, sempre que fui lá fiquei horas na fila e sai de lá pagando alguma taxa DAE.  A SERPRO poderia desenvolver uma solução de   enviar um código pelos correios na residência já cadastrada no Detran para ativar o cadastro.","Daniel Campos",1,
"CNH Digital",2017-11-01,,"Extremamente burocrático, precisa ir ao Detran confirmar dados. Precisam rever este processo.",,1,
"CNH Digital",2017-10-31,,"UF não habilitada para o CNH digital !!  Poderia perguntar de cara qual a UF e informar q não está disponível ainda. Quem desenvolve estes app?","Antonio Filho",1,
"CNH Digital",2017-10-30,,"De que adianta poder usar no celular se você tem que ir no Detran validar? Melhor usar a via física.","Nuno Lopes",1,
"CNH Digital",2017-10-23,,"Bastante inovadora a proposta. Porém, eh preciso rever o processo. Afinal, tudo depende da liberação no site para poder acessar. Não deveria ser assim. Talvez se enxugar mais esse processo, criando, inclusive, outro aplicativo para esses serviços do DENATRAN seria bastante interessante. Além disso, não consegui liberar o acesso pelo sistema, pois diz que tá indisponível. Quando consegui, disse que tem que ser liberado pelo Detran. Perder meu tempo pra ir no Detran só pra ter minha CNH no celular? Não. Complicado. Algo que seria para facilitar está deixando confuso. Caso consertem, considerarei rever a pontuação.","Julio Virgínio",1,
"CNH Digital",2017-10-17,,"Moral da história: não serve pra nada, tem q ter certificado.. melhor andar com o papel!","Fabricio Augusto",1,
"CNH Digital",2017-10-10,,"Trava na hora de gerar o PIN e diz que deu erro desconhecido.","Jimmy Felipe Gomes dos Santos",1,
